id,nom,type,responsable,budget,statut,nb_reunions,mois_depuis_activite,risque
728,Partenaire_728,Institution,Responsable_24,3791046,En attente,14,13,60
729,Partenaire_729,Université,Responsable_23,4553437,Suspendue,7,3,20
730,Partenaire_730,Institution,Responsable_24,4763818,Terminée,19,19,60
731,Partenaire_731,Institution,Responsable_25,4284991,Active,20,4,20
732,Partenaire_732,Université,Responsable_40,1954682,Terminée,17,8,0
733,Partenaire_733,Institution,Responsable_2,297419,En attente,0,20,70
734,Partenaire_734,Association,Responsable_33,1958850,En attente,1,10,30
735,Partenaire_735,Université,Responsable_47,3714904,Suspendue,6,19,60
736,Partenaire_736,Entreprise,Responsable_23,555562,Terminée,18,9,0
737,Partenaire_737,Association,Responsable_26,891711,Active,10,0,0
738,Partenaire_738,Institution,Responsable_45,1491982,Suspendue,13,24,40
739,Partenaire_739,Association,Responsable_40,2771786,Active,0,23,70
740,Partenaire_740,Entreprise,Responsable_19,1292063,Suspendue,8,12,0
741,Partenaire_741,Association,Responsable_34,1824450,Active,5,24,40
742,Partenaire_742,Association,Responsable_42,1180316,Terminée,6,7,0
743,Partenaire_743,Université,Responsable_27,1317984,Terminée,13,15,40
744,Partenaire_744,Association,Responsable_39,2908147,Suspendue,17,2,0
745,Partenaire_745,Institution,Responsable_21,807511,Terminée,17,1,0
746,Partenaire_746,Institution,Responsable_31,429595,Terminée,16,7,0
747,Partenaire_747,Association,Responsable_46,4468477,En attente,0,8,50
748,Partenaire_748,Université,Responsable_18,2472375,Active,15,21,40
749,Partenaire_749,Université,Responsable_27,3151325,Terminée,6,7,20
750,Partenaire_750,Institution,Responsable_46,632908,Terminée,4,18,40
751,Partenaire_751,Institution,Responsable_50,594794,Active,9,8,0
752,Partenaire_752,Université,Responsable_9,2460714,Active,12,18,40
753,Partenaire_753,Entreprise,Responsable_30,3434783,Suspendue,14,9,20
754,Partenaire_754,Entreprise,Responsable_34,3943822,En attente,7,11,20
755,Partenaire_755,Université,Responsable_6,4168897,En attente,3,19,60
756,Partenaire_756,Entreprise,Responsable_18,1573144,Terminée,9,12,0
757,Partenaire_757,Entreprise,Responsable_21,3508349,Terminée,0,22,90
758,Partenaire_758,Institution,Responsable_5,2286538,Suspendue,1,21,70
759,Partenaire_759,Entreprise,Responsable_37,2452656,Terminée,0,1,30
760,Partenaire_760,Entreprise,Responsable_37,110615,Suspendue,1,5,30
761,Partenaire_761,Association,Responsable_34,1450327,Terminée,3,17,40
762,Partenaire_762,Université,Responsable_11,2137858,Suspendue,14,2,0
763,Partenaire_763,Entreprise,Responsable_49,1998898,Terminée,17,9,0
764,Partenaire_764,Association,Responsable_9,3390156,Terminée,13,21,60
765,Partenaire_765,Université,Responsable_21,3005612,Active,7,23,60
766,Partenaire_766,Entreprise,Responsable_40,518554,Active,9,12,0
767,Partenaire_767,Institution,Responsable_41,3052185,Active,1,15,90
768,Partenaire_768,Entreprise,Responsable_1,830629,Active,20,19,40
769,Partenaire_769,Association,Responsable_18,3494431,Suspendue,19,0,20
770,Partenaire_770,Entreprise,Responsable_4,4724838,Active,10,24,60
771,Partenaire_771,Association,Responsable_6,1053702,Suspendue,17,14,40
772,Partenaire_772,Université,Responsable_4,1245321,En attente,9,2,0
773,Partenaire_773,Institution,Responsable_15,347341,Terminée,18,17,40
774,Partenaire_774,Université,Responsable_12,3627539,Terminée,2,4,50
775,Partenaire_775,Université,Responsable_44,1620524,Suspendue,2,20,70
776,Partenaire_776,Institution,Responsable_11,3668728,En attente,7,21,60
777,Partenaire_777,Association,Responsable_23,4891744,En attente,19,13,60
778,Partenaire_778,Association,Responsable_21,1216558,Terminée,11,21,40
779,Partenaire_779,Université,Responsable_48,97660,Suspendue,13,24,40
780,Partenaire_780,Entreprise,Responsable_42,3114189,Terminée,11,21,60
781,Partenaire_781,Association,Responsable_6,1587442,En attente,4,4,0
782,Partenaire_782,Institution,Responsable_4,4655554,Terminée,0,0,50
783,Partenaire_783,Entreprise,Responsable_9,3490225,Active,8,9,20
784,Partenaire_784,Entreprise,Responsable_47,2313760,Active,11,20,40
785,Partenaire_785,Université,Responsable_34,2891510,Active,3,17,40
786,Partenaire_786,Université,Responsable_38,3034705,En attente,14,3,20
787,Partenaire_787,Association,Responsable_24,2731097,Active,5,10,0
788,Partenaire_788,Institution,Responsable_22,533663,Terminée,3,13,40
789,Partenaire_789,Association,Responsable_22,1441428,En attente,5,15,40
790,Partenaire_790,Association,Responsable_12,4290956,En attente,14,0,20
791,Partenaire_791,Entreprise,Responsable_43,2041448,En attente,2,21,70
792,Partenaire_792,Université,Responsable_30,813315,En attente,16,12,0
793,Partenaire_793,Association,Responsable_43,1845580,Suspendue,10,14,40
794,Partenaire_794,Institution,Responsable_18,3160276,Terminée,9,13,60
795,Partenaire_795,Institution,Responsable_18,2962713,Terminée,12,7,0
796,Partenaire_796,Association,Responsable_11,3845209,En attente,0,9,50
797,Partenaire_797,Association,Responsable_20,1667200,Terminée,8,11,0
798,Partenaire_798,Association,Responsable_15,3401842,Terminée,12,11,20
799,Partenaire_799,Entreprise,Responsable_32,3410603,Suspendue,16,17,60
800,Partenaire_800,Institution,Responsable_49,409906,En attente,13,16,40
801,Partenaire_801,Association,Responsable_38,4393935,Active,2,24,90
802,Partenaire_802,Entreprise,Responsable_34,1585108,Suspendue,3,6,0
803,Partenaire_803,Institution,Responsable_6,890019,Terminée,14,1,0
804,Partenaire_804,Université,Responsable_36,3346161,Active,14,0,20
805,Partenaire_805,Association,Responsable_2,2253195,Suspendue,17,16,40
806,Partenaire_806,Institution,Responsable_23,1381423,Active,18,8,0
807,Partenaire_807,Université,Responsable_36,2146185,Terminée,6,24,40
808,Partenaire_808,Entreprise,Responsable_24,4581306,Suspendue,3,3,20
809,Partenaire_809,Institution,Responsable_14,1377544,Suspendue,3,4,0
810,Partenaire_810,Université,Responsable_6,1675566,Terminée,1,1,30
811,Partenaire_811,Institution,Responsable_50,2302084,Suspendue,8,3,0
812,Partenaire_812,Association,Responsable_22,1490647,Active,13,22,40
813,Partenaire_813,Institution,Responsable_23,3224859,En attente,13,18,60
814,Partenaire_814,Entreprise,Responsable_28,2890631,En attente,11,17,40
815,Partenaire_815,Institution,Responsable_16,1904410,Terminée,7,4,0
816,Partenaire_816,Institution,Responsable_10,383518,Active,5,3,0
817,Partenaire_817,Institution,Responsable_44,981651,Suspendue,13,3,0
818,Partenaire_818,Institution,Responsable_19,3820567,Active,8,1,20
819,Partenaire_819,Université,Responsable_40,1978488,En attente,8,12,0
820,Partenaire_820,Université,Responsable_1,1509687,Active,4,15,40
821,Partenaire_821,Institution,Responsable_10,3462656,En attente,3,15,60
822,Partenaire_822,Association,Responsable_12,3031877,Terminée,14,5,20
823,Partenaire_823,Université,Responsable_37,4046342,Active,12,22,60
824,Partenaire_824,Institution,Responsable_14,4801453,Active,1,22,90
825,Partenaire_825,Université,Responsable_32,2710952,Active,0,19,70
826,Partenaire_826,Université,Responsable_35,808700,Suspendue,17,3,0
827,Partenaire_827,Entreprise,Responsable_15,2534295,En attente,0,4,30
828,Partenaire_828,Entreprise,Responsable_19,799707,En attente,5,10,0
829,Partenaire_829,Association,Responsable_29,3113442,En attente,2,6,50
830,Partenaire_830,Entreprise,Responsable_37,3795880,Suspendue,15,11,20
831,Partenaire_831,Université,Responsable_29,4533064,Terminée,11,6,20
832,Partenaire_832,Association,Responsable_26,3408917,Active,12,1,20
833,Partenaire_833,Association,Responsable_12,2251589,Active,19,2,0
834,Partenaire_834,Entreprise,Responsable_37,1133503,Active,17,7,0
835,Partenaire_835,Institution,Responsable_18,3598037,En attente,19,14,60
836,Partenaire_836,Entreprise,Responsable_3,4855943,Active,14,1,20
837,Partenaire_837,Université,Responsable_32,2684078,Terminée,18,10,0
838,Partenaire_838,Entreprise,Responsable_32,1334029,Active,8,2,0
839,Partenaire_839,Entreprise,Responsable_22,2738392,Terminée,2,15,70
840,Partenaire_840,Université,Responsable_35,1129338,En attente,11,3,0
841,Partenaire_841,Institution,Responsable_25,170224,Suspendue,11,23,40
842,Partenaire_842,Université,Responsable_29,4583001,Suspendue,5,20,60
843,Partenaire_843,Entreprise,Responsable_48,2195801,Active,13,19,40
844,Partenaire_844,Entreprise,Responsable_48,271393,Terminée,6,1,0
845,Partenaire_845,Institution,Responsable_4,1400759,Suspendue,8,14,40
846,Partenaire_846,Association,Responsable_23,971108,Active,5,3,0
847,Partenaire_847,Université,Responsable_29,4027630,Suspendue,10,2,20
848,Partenaire_848,Université,Responsable_4,3884315,Active,14,9,20
849,Partenaire_849,Institution,Responsable_28,3919312,Terminée,9,13,60
850,Partenaire_850,Université,Responsable_42,1692034,En attente,20,23,40
851,Partenaire_851,Institution,Responsable_3,2731752,Terminée,0,8,30
852,Partenaire_852,Association,Responsable_38,678291,Active,9,12,0
853,Partenaire_853,Université,Responsable_4,2436320,Active,20,1,0
854,Partenaire_854,Institution,Responsable_12,403462,En attente,11,14,40
855,Partenaire_855,Entreprise,Responsable_35,3485276,Active,15,12,20
856,Partenaire_856,Institution,Responsable_47,2025004,Terminée,20,5,0
857,Partenaire_857,Entreprise,Responsable_3,4162393,Terminée,15,19,60
858,Partenaire_858,Institution,Responsable_16,4284348,Terminée,13,2,20
859,Partenaire_859,Entreprise,Responsable_15,1753426,En attente,1,18,70
860,Partenaire_860,Université,Responsable_13,137449,Active,11,20,40
861,Partenaire_861,Association,Responsable_21,900414,Active,3,1,0
862,Partenaire_862,Association,Responsable_27,4671517,Suspendue,3,9,20
863,Partenaire_863,Entreprise,Responsable_25,1956973,Suspendue,11,6,0
864,Partenaire_864,Université,Responsable_34,482369,Active,15,18,40
865,Partenaire_865,Institution,Responsable_20,3885318,En attente,16,17,60
866,Partenaire_866,Institution,Responsable_4,1231396,En attente,16,0,0
867,Partenaire_867,Institution,Responsable_49,4035766,Suspendue,8,20,60
868,Partenaire_868,Entreprise,Responsable_15,4640175,Terminée,8,15,60
869,Partenaire_869,Institution,Responsable_5,4158036,Suspendue,17,11,20
870,Partenaire_870,Institution,Responsable_28,3242489,Suspendue,4,6,20
871,Partenaire_871,Entreprise,Responsable_36,2916871,Terminée,3,14,40
872,Partenaire_872,Entreprise,Responsable_37,1253749,En attente,19,21,40
873,Partenaire_873,Association,Responsable_36,4434524,Suspendue,14,1,20
874,Partenaire_874,Université,Responsable_16,1213108,En attente,12,7,0
875,Partenaire_875,Institution,Responsable_8,1035631,Suspendue,1,10,30
876,Partenaire_876,Université,Responsable_40,720363,Suspendue,1,16,70
877,Partenaire_877,Institution,Responsable_42,2908262,Active,1,4,30
878,Partenaire_878,Université,Responsable_31,3070322,Suspendue,12,13,60
879,Partenaire_879,Université,Responsable_32,4014803,Terminée,16,5,20
880,Partenaire_880,Université,Responsable_11,2793527,Suspendue,15,4,0
881,Partenaire_881,Institution,Responsable_12,228028,Active,10,21,40
882,Partenaire_882,Université,Responsable_1,182239,Suspendue,20,14,40
883,Partenaire_883,Entreprise,Responsable_29,4202124,Suspendue,3,15,60
884,Partenaire_884,Institution,Responsable_16,3526376,Terminée,8,19,60
885,Partenaire_885,Université,Responsable_32,3202037,Suspendue,8,24,60
886,Partenaire_886,Entreprise,Responsable_40,3825151,Suspendue,9,15,60
887,Partenaire_887,Association,Responsable_29,3382611,Terminée,15,10,20
888,Partenaire_888,Entreprise,Responsable_7,2001553,Suspendue,14,16,40
889,Partenaire_889,Association,Responsable_10,1742490,Terminée,14,24,40
890,Partenaire_890,Association,Responsable_6,3051432,Suspendue,13,11,20
891,Partenaire_891,Entreprise,Responsable_25,4722972,En attente,14,24,60
892,Partenaire_892,Association,Responsable_22,1150467,Terminée,19,8,0
893,Partenaire_893,Association,Responsable_32,2975127,Terminée,11,11,0
894,Partenaire_894,Association,Responsable_8,1461648,Active,10,8,0
895,Partenaire_895,Institution,Responsable_38,974451,Terminée,1,8,30
896,Partenaire_896,Association,Responsable_7,150448,Active,20,3,0
897,Partenaire_897,Entreprise,Responsable_36,878693,Suspendue,5,6,0
898,Partenaire_898,Association,Responsable_44,1583047,En attente,15,8,0
899,Partenaire_899,Institution,Responsable_2,2135254,Terminée,15,6,0
900,Partenaire_900,Entreprise,Responsable_43,2039689,En attente,9,17,40
901,Partenaire_901,Université,Responsable_31,4923590,Active,11,0,20
902,Partenaire_902,Institution,Responsable_3,4884500,Active,17,3,20
903,Partenaire_903,Association,Responsable_35,4996272,Active,6,23,60
904,Partenaire_904,Institution,Responsable_49,3222367,Terminée,6,23,60
905,Partenaire_905,Institution,Responsable_19,1688370,En attente,17,20,40
906,Partenaire_906,Entreprise,Responsable_33,1380621,Terminée,14,14,40
907,Partenaire_907,Institution,Responsable_42,1488778,Terminée,4,13,40
908,Partenaire_908,Entreprise,Responsable_15,2788430,Suspendue,5,7,0
909,Partenaire_909,Institution,Responsable_26,1596242,Terminée,1,4,30
910,Partenaire_910,Université,Responsable_26,2814047,En attente,7,0,0
911,Partenaire_911,Entreprise,Responsable_42,4863191,Active,13,12,20
912,Partenaire_912,Université,Responsable_45,3379797,Suspendue,4,4,20
913,Partenaire_913,Association,Responsable_34,4446200,Terminée,5,22,60
914,Partenaire_914,Université,Responsable_5,3289692,Suspendue,4,15,60
915,Partenaire_915,Institution,Responsable_11,4491110,Suspendue,5,20,60
916,Partenaire_916,Entreprise,Responsable_47,2469260,Suspendue,2,13,70
917,Partenaire_917,Entreprise,Responsable_42,1966102,En attente,17,2,0
918,Partenaire_918,Université,Responsable_37,2013756,En attente,15,22,40
919,Partenaire_919,Institution,Responsable_23,1141184,En attente,6,8,0
920,Partenaire_920,Entreprise,Responsable_3,3827964,Terminée,11,24,60
921,Partenaire_921,Institution,Responsable_19,4258419,Active,2,8,50
922,Partenaire_922,Université,Responsable_35,4592452,En attente,2,3,50
923,Partenaire_923,Entreprise,Responsable_27,2697359,Terminée,13,19,40
924,Partenaire_924,Université,Responsable_24,673126,Active,8,21,40
925,Partenaire_925,Association,Responsable_14,1742788,En attente,1,1,30
926,Partenaire_926,Université,Responsable_16,1424753,Suspendue,5,7,0
927,Partenaire_927,Association,Responsable_16,3637074,Active,6,20,60
928,Partenaire_928,Entreprise,Responsable_8,4699518,En attente,7,1,20
929,Partenaire_929,Entreprise,Responsable_18,4074235,Active,14,20,60
930,Partenaire_930,Entreprise,Responsable_44,508245,En attente,1,22,70
931,Partenaire_931,Université,Responsable_43,2764564,Terminée,11,1,0
932,Partenaire_932,Association,Responsable_2,1975377,En attente,10,16,40
933,Partenaire_933,Entreprise,Responsable_46,718136,En attente,9,16,40
934,Partenaire_934,Institution,Responsable_20,746542,En attente,18,13,40
935,Partenaire_935,Université,Responsable_14,285265,Active,5,16,40
936,Partenaire_936,Université,Responsable_38,428337,Active,1,1,30
937,Partenaire_937,Institution,Responsable_9,896297,Suspendue,5,9,0
938,Partenaire_938,Association,Responsable_36,3792183,Active,13,23,60
939,Partenaire_939,Institution,Responsable_32,1440798,Suspendue,10,21,40
940,Partenaire_940,Association,Responsable_24,4622487,En attente,7,6,20
941,Partenaire_941,Université,Responsable_24,1289792,En attente,18,12,0
942,Partenaire_942,Université,Responsable_6,1688089,Active,1,7,30
943,Partenaire_943,Entreprise,Responsable_11,1072192,En attente,19,15,40
944,Partenaire_944,Institution,Responsable_50,1010368,Active,2,5,30
945,Partenaire_945,Université,Responsable_48,3975339,Active,20,17,60
946,Partenaire_946,Institution,Responsable_2,4927317,Active,12,5,20
947,Partenaire_947,Université,Responsable_44,3405216,Active,7,9,20
948,Partenaire_948,Institution,Responsable_1,660823,Suspendue,10,9,0
949,Partenaire_949,Association,Responsable_6,3307797,Active,12,22,60
950,Partenaire_950,Association,Responsable_11,3548187,En attente,10,14,60
951,Partenaire_951,Université,Responsable_36,151288,En attente,11,18,40
952,Partenaire_952,Université,Responsable_46,3299929,En attente,7,9,20
953,Partenaire_953,Université,Responsable_5,2167754,Suspendue,19,17,40
954,Partenaire_954,Association,Responsable_43,4048581,En attente,0,11,50
955,Partenaire_955,Université,Responsable_21,4821916,Terminée,8,19,60
956,Partenaire_956,Institution,Responsable_10,214663,Suspendue,7,1,0
957,Partenaire_957,Association,Responsable_3,2348918,En attente,13,19,40
958,Partenaire_958,Institution,Responsable_25,2375769,Terminée,11,18,40
959,Partenaire_959,Entreprise,Responsable_23,265834,Terminée,2,0,30
960,Partenaire_960,Entreprise,Responsable_2,4601033,Terminée,19,16,60
961,Partenaire_961,Association,Responsable_28,1719056,Terminée,11,16,40
962,Partenaire_962,Université,Responsable_10,4793487,Terminée,2,9,50
963,Partenaire_963,Association,Responsable_48,1618841,Active,1,1,30
964,Partenaire_964,Association,Responsable_37,849770,En attente,11,22,40
965,Partenaire_965,Institution,Responsable_24,554969,En attente,13,12,0
966,Partenaire_966,Université,Responsable_41,2316659,Terminée,11,3,0
967,Partenaire_967,Association,Responsable_7,1565546,Terminée,4,22,40
968,Partenaire_968,Association,Responsable_36,1955708,Terminée,9,18,40
969,Partenaire_969,Association,Responsable_5,1504138,En attente,14,16,40
970,Partenaire_970,Association,Responsable_11,2920228,En attente,8,4,0
971,Partenaire_971,Association,Responsable_14,4113706,Active,18,4,20
972,Partenaire_972,Institution,Responsable_43,216290,En attente,5,22,40
973,Partenaire_973,Institution,Responsable_9,2503296,Suspendue,11,15,40
974,Partenaire_974,Université,Responsable_45,4403077,Terminée,17,6,20
975,Partenaire_975,Entreprise,Responsable_36,467611,Suspendue,13,8,0
976,Partenaire_976,Université,Responsable_12,3270869,Active,11,17,60
977,Partenaire_977,Entreprise,Responsable_15,3226780,Terminée,20,0,20
978,Partenaire_978,Institution,Responsable_39,1408417,Terminée,11,2,0
979,Partenaire_979,Université,Responsable_1,249392,Suspendue,9,19,40
980,Partenaire_980,Université,Responsable_37,3411637,Terminée,8,9,20
981,Partenaire_981,Institution,Responsable_12,950184,Suspendue,11,1,0
982,Partenaire_982,Entreprise,Responsable_23,3620168,Active,3,16,60
983,Partenaire_983,Université,Responsable_44,2004527,Suspendue,1,20,70
984,Partenaire_984,Institution,Responsable_15,2122743,Active,16,20,40
985,Partenaire_985,Institution,Responsable_50,4568529,En attente,6,2,20
986,Partenaire_986,Institution,Responsable_26,4182386,Terminée,11,2,20
987,Partenaire_987,Association,Responsable_1,2748444,Active,11,6,0
988,Partenaire_988,Université,Responsable_8,4485978,Suspendue,5,2,20
989,Partenaire_989,Institution,Responsable_9,202151,Suspendue,0,5,30
990,Partenaire_990,Université,Responsable_17,4836725,Active,1,6,50
991,Partenaire_991,Université,Responsable_18,152642,En attente,8,2,0
992,Partenaire_992,Institution,Responsable_18,1269944,Suspendue,3,17,40
993,Partenaire_993,Université,Responsable_30,1183638,Terminée,13,8,0
994,Partenaire_994,Association,Responsable_47,2797995,Suspendue,3,3,0
995,Partenaire_995,Association,Responsable_33,4139601,En attente,1,18,90
996,Partenaire_996,Association,Responsable_5,1541937,Active,11,22,40
997,Partenaire_997,Association,Responsable_27,3163797,En attente,8,22,60
998,Partenaire_998,Entreprise,Responsable_49,1738265,Terminée,6,17,40
999,Partenaire_999,Entreprise,Responsable_16,2729309,En attente,14,6,0
1000,Partenaire_1000,Entreprise,Responsable_36,4417310,Active,20,22,60
1001,Partenaire_1001,Entreprise,Responsable_15,2721417,En attente,16,6,0
1002,Partenaire_1002,Institution,Responsable_23,2941177,Terminée,13,0,0
1003,Partenaire_1003,Association,Responsable_7,1713139,Terminée,13,13,40
1004,Partenaire_1004,Association,Responsable_38,4641290,En attente,3,13,60
1005,Partenaire_1005,Association,Responsable_44,564437,Suspendue,19,11,0
1006,Partenaire_1006,Université,Responsable_43,1134311,En attente,11,8,0
1007,Partenaire_1007,Entreprise,Responsable_16,4644653,Terminée,18,24,60
1008,Partenaire_1008,Institution,Responsable_6,2722173,Active,1,12,30
1009,Partenaire_1009,Université,Responsable_24,4542893,En attente,11,4,20
1010,Partenaire_1010,Institution,Responsable_39,4526584,Active,11,4,20
1011,Partenaire_1011,Université,Responsable_21,681992,En attente,15,9,0
1012,Partenaire_1012,Association,Responsable_25,989732,En attente,13,14,40
1013,Partenaire_1013,Association,Responsable_5,2657272,En attente,16,3,0
1014,Partenaire_1014,Université,Responsable_8,3449833,Terminée,8,12,20
1015,Partenaire_1015,Université,Responsable_46,3264730,Suspendue,3,21,60
1016,Partenaire_1016,Université,Responsable_28,2335410,En attente,17,10,0
1017,Partenaire_1017,Institution,Responsable_14,2737018,Suspendue,6,23,40
1018,Partenaire_1018,Institution,Responsable_19,223353,Suspendue,2,0,30
1019,Partenaire_1019,Institution,Responsable_8,2080403,Active,13,14,40
1020,Partenaire_1020,Institution,Responsable_36,267772,Active,0,1,30
1021,Partenaire_1021,Association,Responsable_37,1777291,En attente,6,8,0
1022,Partenaire_1022,Association,Responsable_24,1087822,Suspendue,14,4,0
1023,Partenaire_1023,Entreprise,Responsable_32,544335,Suspendue,4,7,0
1024,Partenaire_1024,Université,Responsable_4,69837,En attente,3,0,0
1025,Partenaire_1025,Institution,Responsable_28,3907691,En attente,18,1,20
1026,Partenaire_1026,Institution,Responsable_12,4127339,Suspendue,12,22,60
1027,Partenaire_1027,Institution,Responsable_29,2131987,Suspendue,11,9,0
1028,Partenaire_1028,Institution,Responsable_39,3567185,Suspendue,1,18,90
1029,Partenaire_1029,Association,Responsable_29,3517102,Suspendue,10,22,60
1030,Partenaire_1030,Université,Responsable_48,3679160,Terminée,4,21,60
1031,Partenaire_1031,Association,Responsable_40,3331019,Suspendue,7,7,20
1032,Partenaire_1032,Université,Responsable_24,2617082,En attente,11,6,0
1033,Partenaire_1033,Entreprise,Responsable_22,1328052,Active,1,9,30
1034,Partenaire_1034,Institution,Responsable_33,2759446,Active,5,19,40
1035,Partenaire_1035,Institution,Responsable_41,197190,Suspendue,4,17,40
1036,Partenaire_1036,Université,Responsable_11,2675148,Suspendue,11,14,40
1037,Partenaire_1037,Université,Responsable_14,921288,Terminée,5,7,0
1038,Partenaire_1038,Institution,Responsable_12,2136037,Suspendue,6,3,0
1039,Partenaire_1039,Association,Responsable_24,124753,Suspendue,3,4,0
1040,Partenaire_1040,Association,Responsable_44,2534844,En attente,17,17,40
1041,Partenaire_1041,Institution,Responsable_21,1848795,Suspendue,2,2,30
1042,Partenaire_1042,Institution,Responsable_22,3575521,Active,7,13,60
1043,Partenaire_1043,Entreprise,Responsable_39,4349693,Active,18,0,20
1044,Partenaire_1044,Association,Responsable_24,321469,Active,3,6,0
1045,Partenaire_1045,Institution,Responsable_26,664067,Terminée,5,2,0
1046,Partenaire_1046,Université,Responsable_14,696712,Active,12,18,40
1047,Partenaire_1047,Entreprise,Responsable_27,169463,Terminée,20,22,40
1048,Partenaire_1048,Entreprise,Responsable_27,3526803,Active,4,22,60
1049,Partenaire_1049,Entreprise,Responsable_19,1392095,Suspendue,8,23,40
1050,Partenaire_1050,Association,Responsable_46,453662,Active,12,12,0
1051,Partenaire_1051,Association,Responsable_10,3299311,Terminée,9,1,20
1052,Partenaire_1052,Institution,Responsable_12,2486193,Active,2,3,30
1053,Partenaire_1053,Université,Responsable_8,1005872,Suspendue,5,20,40
1054,Partenaire_1054,Institution,Responsable_43,1450636,En attente,4,8,0
1055,Partenaire_1055,Association,Responsable_28,182753,En attente,18,21,40
1056,Partenaire_1056,Institution,Responsable_36,4825242,Terminée,0,5,50
1057,Partenaire_1057,Institution,Responsable_1,1560949,En attente,9,14,40
1058,Partenaire_1058,Institution,Responsable_8,2448698,Terminée,15,18,40
1059,Partenaire_1059,Entreprise,Responsable_20,1600030,En attente,9,19,40
1060,Partenaire_1060,Université,Responsable_24,4249763,Suspendue,20,12,20
1061,Partenaire_1061,Entreprise,Responsable_18,1650604,En attente,0,18,70
1062,Partenaire_1062,Institution,Responsable_16,4931489,Suspendue,1,15,90
1063,Partenaire_1063,Association,Responsable_33,621956,Active,3,5,0
1064,Partenaire_1064,Institution,Responsable_20,4403603,Active,11,4,20
1065,Partenaire_1065,Entreprise,Responsable_33,186426,En attente,6,22,40
1066,Partenaire_1066,Institution,Responsable_8,2217762,Active,19,5,0
1067,Partenaire_1067,Université,Responsable_27,161624,Active,15,11,0
1068,Partenaire_1068,Entreprise,Responsable_49,3384809,Terminée,20,11,20
1069,Partenaire_1069,Université,Responsable_2,4194181,Active,14,18,60
1070,Partenaire_1070,Entreprise,Responsable_8,2324113,En attente,9,18,40
1071,Partenaire_1071,Association,Responsable_36,1261247,Active,19,3,0
1072,Partenaire_1072,Institution,Responsable_24,3872358,Suspendue,9,17,60
1073,Partenaire_1073,Association,Responsable_5,2714412,Suspendue,16,17,40
1074,Partenaire_1074,Institution,Responsable_46,3629618,Active,9,13,60
1075,Partenaire_1075,Entreprise,Responsable_5,3435092,Suspendue,8,19,60
1076,Partenaire_1076,Institution,Responsable_18,2966655,Terminée,13,16,40
1077,Partenaire_1077,Institution,Responsable_50,2014863,En attente,17,5,0
1078,Partenaire_1078,Université,Responsable_26,999332,En attente,2,6,30
1079,Partenaire_1079,Université,Responsable_17,1167037,En attente,2,20,70
1080,Partenaire_1080,Université,Responsable_19,483822,Terminée,4,23,40
1081,Partenaire_1081,Institution,Responsable_39,1852398,En attente,8,12,0
1082,Partenaire_1082,Association,Responsable_14,4366025,Suspendue,12,22,60
1083,Partenaire_1083,Entreprise,Responsable_37,2405607,Terminée,8,3,0
1084,Partenaire_1084,Université,Responsable_19,3570958,Active,7,3,20
1085,Partenaire_1085,Entreprise,Responsable_49,2349914,Active,17,5,0
1086,Partenaire_1086,Association,Responsable_3,4293663,En attente,8,8,20
1087,Partenaire_1087,Institution,Responsable_41,294751,En attente,0,18,70
1088,Partenaire_1088,Entreprise,Responsable_41,2504713,Terminée,10,19,40
1089,Partenaire_1089,Institution,Responsable_43,3429827,En attente,6,13,60
1090,Partenaire_1090,Entreprise,Responsable_31,2256671,Active,8,10,0
1091,Partenaire_1091,Entreprise,Responsable_25,2396824,Suspendue,7,20,40
1092,Partenaire_1092,Institution,Responsable_50,1520017,Suspendue,19,15,40
1093,Partenaire_1093,Association,Responsable_5,4818387,Suspendue,4,1,20
1094,Partenaire_1094,Université,Responsable_30,3805049,Suspendue,17,1,20
1095,Partenaire_1095,Entreprise,Responsable_5,4214786,Active,4,22,60
1096,Partenaire_1096,Entreprise,Responsable_20,3639658,Active,17,15,60
1097,Partenaire_1097,Association,Responsable_15,1569760,Terminée,14,6,0
1098,Partenaire_1098,Institution,Responsable_34,4872739,Active,8,4,20
1099,Partenaire_1099,Université,Responsable_2,4027364,En attente,10,24,60
1100,Partenaire_1100,Institution,Responsable_36,4591792,Suspendue,5,6,20
1101,Partenaire_1101,Institution,Responsable_37,2343399,Suspendue,14,12,0
1102,Partenaire_1102,Institution,Responsable_19,3209121,Terminée,6,8,20
1103,Partenaire_1103,Association,Responsable_18,1967541,Terminée,3,5,0
1104,Partenaire_1104,Université,Responsable_44,4359580,En attente,2,24,90
1105,Partenaire_1105,Institution,Responsable_23,2366125,En attente,3,16,40
1106,Partenaire_1106,Entreprise,Responsable_34,3784226,En attente,1,22,90
1107,Partenaire_1107,Association,Responsable_2,4895759,Active,19,4,20
1108,Partenaire_1108,Association,Responsable_16,3753891,En attente,11,12,20
1109,Partenaire_1109,Université,Responsable_4,3030585,En attente,16,14,60
1110,Partenaire_1110,Entreprise,Responsable_6,1865729,Active,20,9,0
1111,Partenaire_1111,Institution,Responsable_43,869499,Active,1,13,70
1112,Partenaire_1112,Institution,Responsable_46,1014132,Suspendue,17,24,40
1113,Partenaire_1113,Institution,Responsable_48,3017645,En attente,7,6,20
1114,Partenaire_1114,Entreprise,Responsable_50,2108762,Suspendue,9,16,40
1115,Partenaire_1115,Université,Responsable_26,1323264,En attente,15,3,0
1116,Partenaire_1116,Entreprise,Responsable_30,4415038,En attente,5,21,60
